# Program:featureCounts v1.4.6; Command:"featureCounts" "-a" "Probes.FC.annotation.HG19.txt" "-o" "RNA-seq_pluri.txt" "-F" "SAF" "-O" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam" "/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam" "/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H18489_LCL/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H28834_day_20/accepted_hits.bam	/mnt/gluster/home/ireneg/ipsc_paper/mapped_data/H20961_FB/accepted_hits.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18489/H18489.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18507/H18507.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18508/H18508.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18516/H18516.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18855/H18855.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18856/H18856.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H18858/H18858.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19098/H19098.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19101/H19101.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19239/H19239.bam	/mnt/lustre/home/nbanovich/iPSCs/Yoruba_project/RNA-seq/Data/mapped_data/H19257/H19257.bam
ILMN_2393067	chr19	10398472	10398522	-	51	5	5	0	2	2	4	7	3	8	3	1	1	4	1
ILMN_3252724	chr2	215562403	215562453	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2382290	chr16	3018231	3018281	-	51	7	4	0	6	11	21	5	14	5	9	3	3	5	21
ILMN_1679471	chr17	50672775	50672825	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3308415	chr14	101340846	101340896	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1811345	chr11	58476410	58476460	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1737738	chr12	95397375	95397425	+	51	552	29	105	107	126	99	121	169	116	74	63	56	139	232
ILMN_1706992	chr9	18681138	18681188	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3203765	chr15	85803198	85803248	+	51	0	0	0	0	5	0	5	3	7	0	2	5	3	2
ILMN_3280269	chr15	85805320	85805370	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1800638	chr10	11371486	11371536	-	51	128	1	0	0	2	0	0	0	1	1	2	2	1	5
ILMN_2197365	chr1	192781300	192781350	-	51	139	3	0	20	51	27	30	37	20	18	20	15	30	36
ILMN_1654493	chr11	62606867	62606917	+	51	143	3	30	63	41	47	70	96	58	43	12	34	60	141
ILMN_1724822	chr10	38740141	38740191	-	51	7	0	3	0	0	0	0	0	0	0	0	0	1	0
ILMN_1759872	chr18	23748602	23748652	+	51	0	0	0	7	7	4	10	9	15	15	11	10	20	11
ILMN_3309529	chr13	24736573	24736623	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1780417	chr14	37153030	37153080	+	51	0	1	0	8	2	0	11	7	6	2	4	3	6	1
ILMN_2061318	chr1	109618540	109618590	+	51	89	0	70	18	16	37	24	45	38	13	12	11	34	44
ILMN_2061327	chr1	109618540	109618590	+	51	89	0	70	18	16	37	24	45	38	13	12	11	34	44
ILMN_1742276	chr7	92164026	92164076	-	51	69	1	13	8	3	8	16	17	13	14	8	4	16	35
ILMN_3204172	chr7	99583394	99583444	-	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_1804217	chr15	56535418	56535468	+	51	10	0	3	7	1	4	13	12	7	6	3	1	5	4
ILMN_1861177	chr21	40381553	40381603	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1841566	chr21	35353936	35353986	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3310860	chr5	53247333	53247383	+	51	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1773906	chr10	51590560	51590610	-	51	346	140	210	82	122	77	70	84	75	53	41	61	79	107
ILMN_3246206	chr14	81669124	81669174	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3280952	chr5	37085923	37085973	-	51	0	0	0	1	0	0	0	1	0	1	0	1	1	1
ILMN_3244571	chrY	14813309	14813359	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1763712	chr20	22564901	22564951	+	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_1749327	chr6	36107607	36107657	-	51	8	2	5	27	15	25	34	31	11	11	4	10	13	24
ILMN_1755674	chr14	21215761	21215811	-	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_1679535	chr1	67303342	67303392	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1670554	chr1	67303408	67303458	+	51	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ILMN_2158336	chr9	131770381	131770431	+	51	73	42	29	23	51	30	33	41	23	10	17	22	20	48
ILMN_1666596	chr17	40275002	40275052	-	51	0	0	0	0	0	1	1	3	1	0	0	0	1	1
ILMN_1781984	chr14	37125322	37125372	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3309458	chr14	101429412	101429462	-	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1660393	chr1	19407516	19407566	+	51	7	0	2	0	0	0	1	0	0	1	0	0	3	3
ILMN_1839422	chr8	143740574	143740624	+	51	30	1	7	13	4	4	11	13	6	4	4	9	10	13
ILMN_1661307	chr8	143744164	143744214	+	51	44	0	15	6	2	11	14	18	15	5	12	3	13	15
ILMN_1808919	chr22	26847604	26847654	+	51	15	1	1	2	1	5	1	3	4	0	0	2	3	1
ILMN_2282718	chr22	26875364	26875414	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1856861	chr2	206858828	206858878	+	51	45	8	2	31	59	14	26	16	10	21	10	9	8	56
ILMN_3243457	chr19	17397777	17397827	-	51	37	0	0	12	14	16	21	28	20	3	2	9	30	14
ILMN_1699574	chr10	33467122	33467172	+	51	0	27	508	0	1	0	0	0	0	0	1	0	2	0
ILMN_1695807	chr1	206810261	206810311	-	51	0	0	6	0	0	1	0	1	1	0	1	1	0	0
ILMN_1711516	chr3	113530655	113530705	-	51	200	19	50	77	91	48	41	46	50	44	16	57	65	74
ILMN_1680109	chr5	74675236	74675286	+	51	145	0	34	21	8	33	36	37	41	29	21	8	37	31
ILMN_2292123	chr5	74695154	74695204	+	51	20	0	11	1	1	1	2	6	3	3	2	2	7	9
ILMN_1748694	chrX	71361090	71361140	-	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1815644	chrX	71360660	71360710	-	51	0	0	0	0	0	0	1	0	0	0	0	1	0	1
ILMN_2371147	chr16	30904010	30904060	+	51	196	33	123	48	47	39	42	74	49	28	34	34	52	74
ILMN_2231299	chr22	42968501	42968551	-	51	7	2	7	5	5	3	7	7	7	3	4	5	15	13
ILMN_2231298	chr22	42962316	42962366	-	51	4	0	4	2	1	1	3	1	0	2	0	1	2	1
ILMN_2048414	chr4	69535844	69535894	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_2045729	chr2	203745635	203745685	+	51	131	13	22	66	88	48	66	73	63	46	24	51	90	77
ILMN_1770692	chr2	203748415	203748465	+	51	139	9	39	120	149	94	122	156	125	78	50	67	177	155
ILMN_2211790	chr15	79054840	79054890	+	51	22	3	9	29	47	29	41	59	40	22	9	22	22	36
ILMN_2045175	chr1	43317913	43317963	-	51	39	7	7	14	34	16	18	40	26	10	17	18	30	31
ILMN_1692938	chr9	80944680	80944730	-	51	149	23	330	455	594	235	775	332	460	484	147	427	742	667
ILMN_2234970	chr19	2732556	2732606	+	51	28	6	18	15	20	21	17	20	9	11	1	12	14	38
ILMN_1710543	chr19	2737138	2737188	+	51	121	2	49	57	36	62	59	96	62	41	25	35	81	103
ILMN_2371700	chrX	152713222	152713272	+	51	32	10	15	30	57	81	48	54	36	20	6	28	63	55
ILMN_2204576	chr4	88225103	88225153	+	51	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ILMN_1683844	chr4	88225816	88225866	+	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_2163315	chr2	63849445	63849495	+	51	12	0	4	148	157	140	173	245	157	114	70	65	218	225
ILMN_3278146	chr2	110494719	110494769	+	51	0	0	0	1	0	0	1	0	0	0	0	0	0	1
ILMN_3181420	chr22	35691217	35691267	-	51	76	7	35	73	89	52	51	65	50	52	34	41	71	53
ILMN_3257884	chr22	35691130	35691180	-	51	86	2	39	72	68	43	64	82	55	68	31	34	71	53
ILMN_1758333	chr22	35691432	35691482	-	51	54	8	27	53	84	35	59	66	53	36	37	35	69	48
ILMN_1708743	chr3	52558612	52558662	+	51	178	108	68	274	596	304	398	451	318	167	152	193	354	310
ILMN_2389064	chr15	45722775	45722825	-	51	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_1690036	chr16	25043906	25043956	-	51	11	2	1	4	0	2	2	3	0	0	1	1	1	0
ILMN_1811278	chr1	20140787	20140837	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2334322	chr1	67447526	67447576	-	51	133	1	46	13	12	22	25	52	40	21	21	16	41	30
ILMN_1888224	chr16	48483108	48483158	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2392818	chr2	74653475	74653525	+	51	64	8	13	32	31	49	36	51	27	17	17	27	33	76
ILMN_1724295	chr15	35235569	35235619	-	51	0	0	0	6	7	5	1	7	2	2	1	1	1	8
ILMN_1911846	chrX	27099476	27099526	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3238106	chr2	62052447	62052497	+	51	17	1	1	18	19	7	29	25	13	9	27	13	25	19
ILMN_2227817	chr6	52761621	52761671	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1895313	chr6	19539012	19539062	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1764052	chr2	73518249	73518299	+	51	0	0	0	0	1	0	0	0	0	0	1	0	0	0
ILMN_3308926	chr17	57215118	57215168	+	51	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ILMN_3248727	chr1	149700972	149701022	+	51	0	0	0	5	1	3	3	3	2	4	0	2	5	3
ILMN_1765218	chr11	45246711	45246761	-	51	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1682505	chr2	160465680	160465730	-	51	5	0	0	0	0	1	0	2	1	0	1	1	0	0
ILMN_2321282	chr8	43212071	43212121	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3225545	chr8	43218278	43218328	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1777565	chr6	32793559	32793609	+	51	100	2	10	7	5	1	5	7	3	1	3	0	1	6
ILMN_1779034	chr11	71212344	71212394	-	51	199	21	42	20	28	22	34	51	30	16	6	17	16	33
ILMN_1693071	chr16	85132148	85132198	+	51	0	0	0	0	1	0	1	0	1	0	0	0	0	1
ILMN_1738909	chr1	193054508	193054558	-	51	114	2	14	4	9	15	16	12	13	12	9	6	24	16
ILMN_1792933	chr4	87744899	87744949	+	51	0	0	1	0	0	0	0	0	0	2	0	0	0	0
ILMN_2316540	chr11	66204622	66204672	+	51	456	34	127	300	311	311	377	561	370	245	175	243	472	465
ILMN_3263918	chr11	117207031	117207081	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3309579	chr22	22007276	22007326	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1770963	chr11	64812405	64812455	+	51	15	0	18	9	3	6	6	3	5	2	0	9	3	1
ILMN_3274465	chr5	95169911	95169961	+	51	1	0	0	1	1	0	2	0	0	0	0	0	0	1
ILMN_1660900	chr3	129116055	129116105	+	51	5	0	1	1	0	1	1	0	1	0	0	0	3	2
ILMN_1759302	chr3	15197089	15197139	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1683367	chr1	86986156	86986206	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1786722	chr12	54763160	54763210	+	51	46	12	17	15	37	17	23	16	28	12	13	11	24	28
ILMN_2298171	chr11	118851946	118851996	-	51	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ILMN_1685779	chr11	118842596	118842646	-	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1707985	chr11	118851217	118851267	-	51	1	0	0	0	0	1	1	0	0	0	0	0	1	0
ILMN_1770460	chr11	118851216	118851266	-	51	1	0	0	0	0	1	1	0	0	0	0	0	1	0
ILMN_1783676	chr11	124873781	124873831	-	51	10	2	0	3	4	2	10	6	6	7	4	4	4	6
ILMN_1717168	chr5	140737197	140737247	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1675354	chr11	65211457	65211507	-	51	10	0	5	0	0	0	0	0	0	0	1	0	0	0
ILMN_1756522	chr1	152595317	152595367	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1662675	chr8	39601317	39601367	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1676984	chr12	57910759	57910809	+	51	355	16	179	12	21	118	13	36	37	107	14	17	22	48
ILMN_1766593	chr11	611693	611743	-	51	128	15	26	47	101	38	61	83	41	34	22	43	77	113
ILMN_3245476	chr11	611930	611980	-	51	33	8	1	7	15	4	6	13	3	11	4	5	10	26
ILMN_3310371	chr8	145619368	145619418	+	51	112	16	21	36	48	37	36	54	45	33	18	32	39	44
ILMN_1732923	chr1	232533811	232533861	+	51	0	174	10	6	13	3	4	12	3	5	9	6	20	10
ILMN_3206986	chr11	128806753	128806803	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3236656	chr9	107539881	107539931	-	51	5	0	1	0	1	1	0	0	1	0	0	0	0	1
ILMN_1756693	chr16	24950819	24950869	+	51	15	0	51	24	11	13	28	20	14	11	8	13	31	26
ILMN_1916636	chr17	79820756	79820806	+	51	23	1	1	1	2	0	2	3	1	0	0	0	1	5
ILMN_3229083	chr12	101462936	101462986	-	51	0	0	0	20	14	7	9	16	7	12	5	12	17	17
ILMN_1744765	chr12	53200659	53200709	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1724315	chr7	97835325	97835375	-	51	14	1	4	13	11	11	15	22	15	15	7	4	21	13
ILMN_1730773	chrX	153628672	153628722	-	51	123	16	94	29	52	21	54	48	30	24	20	13	40	62
ILMN_1771039	chr22	46729366	46729416	-	51	25	6	1	8	13	12	9	18	14	13	11	18	25	27
ILMN_3258698	chr4	71381764	71381814	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1681542	chr6	26205147	26205197	-	51	1	0	0	4	4	1	3	5	0	1	1	1	2	4
ILMN_1792532	chr16	71204999	71205049	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1767244	chr10	45798226	45798276	+	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1659929	chr12	121439998	121440048	-	51	4	0	0	3	1	0	0	3	0	1	0	0	3	3
ILMN_1652784	chr11	624355	624405	+	51	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ILMN_1766770	chr8	101585459	101585509	+	51	0	0	1	0	1	0	0	1	0	0	0	0	1	1
ILMN_1751785	chr9	1057231	1057281	-	51	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ILMN_1728183	chr9	1055870	1055920	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1689380	chr1	11714435	11714485	-	51	5	4	1	21	20	65	60	81	49	22	34	28	53	90
ILMN_1803211	chr1	11708632	11708682	+	51	4	38	3	122	205	203	174	216	181	65	81	85	148	322
ILMN_1725718	chr19	58190160	58190210	-	51	0	0	0	0	0	10	1	0	0	1	0	2	0	0
ILMN_1803194	chr17	73754026	73754076	+	51	12	5	7	5	6	10	6	8	3	3	5	1	4	5
ILMN_3236149	chr18	47017667	47017717	+	51	38	0	12	10	4	8	17	14	21	4	6	8	23	11
ILMN_1806198	chrX	107322213	107322263	-	51	0	0	0	0	2	2	1	2	0	1	0	2	1	0
ILMN_3225246	chr1	218517729	218517779	+	51	1	1	0	1	0	0	0	2	1	2	0	0	1	0
ILMN_1743806	chr17	73262455	73262505	+	51	128	12	21	16	25	30	28	43	26	17	13	17	20	33
ILMN_3187980	chr19	3611238	3611288	-	51	56	5	17	35	39	27	36	35	35	18	17	18	33	43
ILMN_1788122	chr6	52696689	52696739	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1744458	chr7	1028994	1029044	-	51	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ILMN_1791884	chr20	37079443	37079493	-	51	22	7	13	6	16	4	20	6	6	12	3	2	4	21
ILMN_1768226	chrX	100871375	100871425	+	51	66	1	27	10	5	14	12	14	12	13	5	4	11	38
ILMN_1716026	chrX	100872509	100872559	+	51	269	10	127	32	20	54	27	37	23	23	20	13	27	89
ILMN_1849046	chr14	78134591	78134641	-	51	0	0	0	1	0	1	0	0	0	0	0	0	0	0
ILMN_1652754	chr19	44111630	44111680	+	51	3	7	1	1	10	1	5	7	5	1	1	1	5	7
ILMN_1732716	chr7	29186272	29186322	-	51	0	0	0	3	0	1	2	5	3	3	0	0	4	1
ILMN_1748444	chr7	29167504	29167554	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1693286	chr8	88996759	88996809	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1706571	chr9	99083221	99083271	+	51	85	27	34	16	28	22	29	30	27	16	13	16	24	42
ILMN_3242196	chr1	203873124	203873174	+	51	0	0	0	299	151	153	266	425	279	192	78	152	332	462
ILMN_1895227	chr17	43036430	43036480	+	51	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ILMN_1717173	chr3	172539154	172539204	-	51	38	0	5	46	46	18	40	40	38	43	31	43	50	36
ILMN_1708845	chr4	187454900	187454950	+	51	0	0	0	0	0	0	0	1	3	0	0	1	0	0
ILMN_1690568	chrX	76946302	76946352	+	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ILMN_3282917	chr19	46265407	46265457	-	51	0	0	0	1	0	0	0	0	0	0	0	1	0	3
ILMN_1716983	chr19	55098854	55098904	-	51	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1903693	chr7	31156482	31156532	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1811272	chr12	123210797	123210847	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1752111	chr2	217347523	217347573	-	51	71	29	31	31	60	24	42	45	30	27	22	40	46	23
ILMN_3303528	chr9	35148100	35148150	+	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_3226924	chr9	35147347	35147397	+	51	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ILMN_1737663	chr7	156431431	156431481	+	51	13	4	2	1	3	3	1	2	10	2	1	0	1	4
ILMN_1914579	chr1	207982651	207982701	+	51	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2383611	chr10	129883706	129883756	-	51	28	2	5	1	2	0	2	1	3	5	0	0	0	1
ILMN_1734543	chr10	129883593	129883643	-	51	46	3	3	2	2	2	3	1	3	0	1	0	5	1
ILMN_1660907	chr10	129845837	129845887	-	51	23	0	0	2	0	0	1	0	0	0	0	0	0	1
ILMN_3236304	chr8	145096421	145096471	-	51	0	0	0	0	0	0	0	1	0	0	1	0	1	0
ILMN_1706635	chr19	856178	856228	-	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ILMN_1815320	chr9	127243576	127243626	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1798210	chr12	77415397	77415447	+	51	56	1	3	26	41	18	20	31	22	28	18	16	18	50
ILMN_1661645	chr18	77113227	77113277	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1832425	chr20	60874277	60874327	-	51	0	1	0	0	0	0	1	0	0	0	0	0	0	0
ILMN_1758559	chrX	52604163	52604213	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1656546	chr1	156941556	156941606	+	51	0	0	14	9	2	9	15	12	10	7	5	7	15	15
ILMN_1661750	chr2	219305556	219305606	-	51	0	0	0	4	3	0	6	2	3	2	0	0	5	7
ILMN_1725808	chr15	27778059	27778109	-	51	0	0	0	0	1	0	1	0	0	1	0	0	0	0
ILMN_1719286	chr20	44527073	44527123	-	51	198	28	720	52	76	79	61	52	35	35	12	26	53	143
ILMN_1844408	chr1	208195985	208196035	+	51	0	9	1	1	1	0	0	0	0	0	0	2	0	0
ILMN_1680617	chr1	208200486	208200536	+	51	0	27	3	1	4	1	2	4	3	2	3	3	5	4
ILMN_2325394	chr6	31729886	31729936	-	51	109	9	4	18	55	14	22	35	24	24	12	20	18	19
ILMN_1697476	chr8	63891839	63891889	-	51	0	0	0	0	0	0	0	1	0	0	1	1	0	0
ILMN_1832180	chr3	137720954	137721004	+	51	0	0	0	1	0	0	0	0	0	0	0	1	1	0
ILMN_1712162	chr4	68776050	68776100	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1874806	chr20	5094432	5094482	+	51	0	0	0	0	1	3	0	0	1	0	2	0	2	0
ILMN_1747613	chr19	50819038	50819088	+	51	1	0	0	1	1	2	3	0	0	3	0	0	2	3
ILMN_1723048	chr1	228347425	228347475	-	51	0	0	2	1	1	0	0	1	0	1	0	1	0	1
ILMN_1683933	chr14	94931163	94931213	+	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3243121	chr21	42513432	42513482	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1898818	chr5	95715915	95715965	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1651508	chr4	153700327	153700377	-	51	3	0	0	0	4	0	0	2	1	0	0	0	4	2
ILMN_1665208	chr1	1538812	1538862	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1768940	chr9	101832390	101832440	-	51	0	0	120	0	0	0	0	0	1	1	0	0	0	0
ILMN_1724265	chr5	59786876	59786926	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1830833	chr17	32328293	32328343	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1667162	chr8	23536475	23536525	+	51	1	3	5	2	0	3	1	7	0	3	1	2	3	4
ILMN_1864920	chr16	84545527	84545577	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1749540	chr10	112598937	112598987	-	51	1	73	0	0	0	2	0	0	0	0	0	0	2	2
ILMN_2408112	chr3	112647802	112647852	+	51	15	0	0	0	1	0	0	0	0	0	0	0	0	0
ILMN_1775466	chr10	15144214	15144264	-	51	52	1	10	11	11	12	13	20	12	10	6	8	18	22
ILMN_1752281	chr3	132257532	132257582	-	51	120	27	67	43	55	17	38	23	33	21	19	32	29	33
ILMN_1914857	chr2	179325854	179325904	-	51	7	16	4	4	11	4	10	12	4	5	5	1	5	13
ILMN_1732799	chr1	208060053	208060103	+	51	0	3	2	0	2	0	0	0	2	0	1	0	0	0
ILMN_1773848	chr15	93043871	93043921	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1744666	chr15	83002512	83002562	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1660358	chr16	11484195	11484245	+	51	1	0	0	4	10	3	0	8	3	1	0	2	3	4
ILMN_1797169	chr11	48510901	48510951	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2412927	chr3	49759480	49759530	+	51	118	1	29	11	18	21	26	25	27	6	10	7	15	45
ILMN_1773645	chr3	49759062	49759112	+	51	102	2	22	11	14	20	21	21	14	9	8	11	16	33
ILMN_1827517	chr3	120111532	120111582	-	51	0	2	30	3	2	0	1	2	0	1	0	2	2	3
ILMN_1775925	chr6	26273588	26273638	-	51	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ILMN_1729055	chr8	81490547	81490597	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2345739	chr12	30863283	30863333	+	51	35	5	10	60	243	96	59	86	61	86	14	41	104	211
ILMN_1705750	chr20	36757130	36757180	+	51	101	221	12	0	1	1	0	2	2	0	1	0	6	2
ILMN_1802923	chr19	45452491	45452541	-	51	0	1	0	0	0	0	0	0	0	0	1	0	0	1
ILMN_1747366	chr11	43963863	43963913	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1677402	chr11	43965199	43965249	-	51	3	9	31	1	8	5	4	7	3	0	4	2	1	2
ILMN_1783547	chr5	3417670	3417720	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_3237396	chr15	67493540	67493590	+	51	13	6	5	19	22	13	9	8	21	14	3	8	29	18
ILMN_1652701	chr1	43003089	43003139	-	51	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ILMN_3245822	chr18	47340502	47340552	-	51	6	0	2	0	2	2	4	4	3	0	1	0	0	6
ILMN_3294365	chr9	36302891	36302941	+	51	0	2	0	0	0	0	0	0	1	0	0	0	1	2
ILMN_1675127	chr6	143247731	143247781	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_2366703	chr8	67773250	67773300	-	51	6	0	12	6	9	3	7	5	3	5	2	7	4	3
ILMN_1855510	chr22	32869962	32870012	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ILMN_1913498	chr19	33173366	33173416	+	51	0	0	1	0	0	0	0	0	0	0	0	0	0	0
